Emplid,Employee Name,Employee Email ID,Grade,Employee Status,Hire Date,Past Experience,Current Experience,Total Experience,Location Category ,Country,City ,Pool Description ,Department ID ,Business Unit,Project Category ,SL/IND_CLUSTER,Customer,SSL/POD,Project Id,Project Name,Project Mgr PSID,Project Mgr Name,Project Type,Billing Type,Project Status,Project Role,Task Type,Action Reason,Establishment Date,Resource Start Date ,Resource End Date,Analysis Type,Supervisor Id,Supervisor Name,Supervisor Email ID,Assignment So Id ,Hire So Id,Master Account,Marketing Geo,First Billable Assignment start date Recorded in system ,Hiring Channel,Project Based SL,Project Based SSL,Project Account,Customer Name,Resource Based SL,Resource Based SSL,% Allocation,Allocation % count,Forecast Date,Future Allocation,Skiil,Confirm release,Project end date,LWD,Exit,Bench aging,D rated,Status,PSSL,Campus/Lateral,Campus status,G2,Bench allocation category,NE under bench,NE under bench Duration,Onsite status,Final Status,Bench Gird,Status without BZ,Comments as of today,Release Week?,Current or Future Bench,Exit date (+60 days),Exit Week,OC,ll,Leave type,BZ resources,Concatenation,revised end date,Allocation % Status,RM Status for BZ,CMP,Total Allocation %,CAO,CAO Bench Project,BNH_BNHP Projects,Project based SL,Validation,Project based SSL,Validation.1,Final Status Category,Final Status Sub Category,CAO Status,Releases in Next 30 days and beyond,Project Start Date,Ageing (Today - Tentative Billing Start date),Tentative Billing Start date,Release Month,Confirm Release Period,Resignation Submitted Date,Validation.2,Ratings?,TalentX  - Core Skill,TalentX  Primary & Seconday Skills,RM,Final Status RM Deployement back,"Talent Core, Primary and Secondary",a,Unnamed: 111, 
82844,Anita Roy,anita.roy@itcinfotech.com,BC6,Employee,8/29/2024,6.2,1.2,7.4,Offshore,United Kingdom,LONDON,Pool for CMS,GIC_CMS,I3LBN,BILL,INDIA_DIVISION,BlackRock Inc,CROWN_PACK,28665,BAT_DM,98111,"Rahul,Ghosh",BILL,FP,P,PROGRAM MANAGER,UN,EXT,8/29/2024,9/28/2024,2/11/2026,BIL,46106,Sunita Pandey,sunita.pandey@itcinfotech.com,6494025,1180674,BlackRock Inc,I3L,9/3/2021,FTE,INDIA_DIVISION,DXP_SAAS,BlackRock Inc,BlackRock Inc,INDIA_DIVISION,ITC,50,0.5,3/2/2026,,ServiceNow,Extension to be performed/Initiated,2/11/2026,,,196.2,,BZ,DAY-0-DLY,Campus,Without FBD,,50% to 99% on bench,2/11/2026,Awaiting project extension,,Unclear,61-90 days,Available,,Releases by 4th March 27,Current bench,4/12/2026,Exit by 15th April 27,,,,98121,8284428665,3/27/2026,Equal 100,,,50,ACCOR SA,ADGM,BNH,INDIA_DIVISION,Yes,DXP_SAAS,Yes,,Unclear,New,Beyond 60 days,9/28/2024,,2/13/2027,Feb-26,,,,D1,ServiceNow,"Azure DevOps, Kafka",Vimal Malhotra,,"-ServiceNow, Azure DevOps, Kafka",Feb-26,,
66685,Vijay Roy,vijay.roy@itcinfotech.com,IS1,Employee,2/21/2021,7.6,3.4,11.0,Offshore,France,PARIS,Pool for CMS,GIC_INFRA,I2FRA,BDMGT,COO,Driscoll India,CAMPUS_BATCH,88861,GOLDMAN_TECH,24129,"Meera,Das",BDMGT,"FP,T&M",P,GDC_DEV,LL,EXT,2/21/2021,3/19/2021,10/4/2023,BIL,87377,Arun Verma,arun.verma@itcinfotech.com,2653843,2592385,Driscoll India,EUROPE,12/12/2021,REG,COO,CMS,Driscoll India,Driscoll India,COO,CMS,75,0.75,9/15/2026,NI,Selenium,Extension to be performed/Initiated,10/4/2023,8/17/2026,,7.5,,LL/IN/INT,BLACKROCK,Lateral,Released From Project,,50% to 99% on bench,,Future Allocation,,NAFD - Long Leave,<30 days,LL/IN/INT,,Releases by 21th February 27,Future bench,12/3/2023,Exit by 4th April 27,,,Maternity Leave I / II Child,,6668588861,12/30/2023,Exceeds 100%,,,75,BSH India,AON,BNHP,COO,No,ITC,,,NAFD - Long Leave,,Release in 30 days,3/19/2021,,10/18/2026,Oct-23,,,,D2,Selenium,"Azure, UI/UX Design",Pratik Rajput,No,"-Selenium, Azure, UI/UX Design",Oct-23,,
16265,Anita Menon,anita.menon@itcinfotech.com,IS3,Employee,12/13/2020,11.6,4.4,16.0,Offshore,United States,NEW YORK,Pool for DATA,GIC_INFRA,I2FRA,BILL,I3L_CORPORATE,Marriott Hotels India,GIC_CMS,60160,GOLDMAN_TECH,36496,"Ajay,Singh",BILL,T&M,A,CONSULTANT,NI,REG,12/13/2020,1/6/2021,11/30/2022,BIL,44692,Deepa Chatterjee,deepa.chatterjee@itcinfotech.com,9144342,6881989,Marriott Hotels India,EUROPE,8/16/2020,REG,I3L_CORPORATE,DATA_IN,Marriott Hotels India,Marriott Hotels India,I3L_CORPORATE,ITC,75,0.75,8/3/2026,BE,Salesforce,Unclear,11/30/2022,12/26/2026,,376.9,,OC,DAY-0-DLY,Campus,Allocated,,50% to 99% on bench,7/2/2026,Awaiting project extension,,No Open Demands,<30 days,OC,,Releases by 7th January 27,Current bench,1/29/2023,Exit by 3th March 27,88377,,,,1626560160,2/25/2023,,,,75,ABB India Limited,ADGM,Other,I3L_CORPORATE,Yes,ITC,,,No Open Demands,Old,Release in 60 days,1/6/2021,,7/26/2026,Nov-22,,,,D2,Salesforce,"SAP S4 HANA, Ansible",Pratik Rajput,No,"-Salesforce, SAP S4 HANA, Ansible",Nov-22,,
23582,Geeta Reddy,geeta.reddy@itcinfotech.com,BC6,Employee,8/19/2021,8.2,5.3,13.5,Onsite,France,PARIS,Pool for ABINV CX,GIC_ERP,HRBTM,BDMGT,COO,Driscoll India,CROWN_PACK,64044,GOLDMAN_TECH,34386,"Arjun,Iyer",BDMGT,T&M,P,PROGRAM MANAGER,LL,SRV,8/19/2021,8/26/2021,2/17/2025,BIL,77970,Vijay Menon,vijay.menon@itcinfotech.com,7704457,7494523,Driscoll India,APAC,1/11/2023,LNP,COO,BZDAI,Driscoll India,Driscoll India,COO,ITCICL,75,0.75,2/11/2026,NE,MongoDB,Confirmed Release,2/17/2025,,,113.0,,Available,CIO_SERV_MGT,Campus,Released From Project,,50% to 99% on bench,5/12/2026,SO Awaited,,Available for mapping,>91 days,Available,,Releases by 18th February 27,Current bench,4/18/2025,Exit by 4th March 27,,,,,2358264044,2/16/2025,,,,75,Goldman Sachs,GARTNER,Other,COO,No,ITC,,New Hire to be allocated to projects,Available for mapping,Old,Release in 60 days,8/26/2021,,9/9/2025,Feb-25,,,,D2,MongoDB,"Terraform, .NET Core",Naresh Chopra,,"-MongoDB, Terraform, .NET Core",Feb-25,,
67171,Gaurav Pandey,gaurav.pandey@itcinfotech.com,IS9,Employee,1/11/2023,13.0,1.2,14.2,Onsite,India,MUMBAI,Pool for ABINV CS,GIC_ERP,ITGUR,DLMGT,DXP,Schneider Electric India,CROWN_PACK,28904,BAT_DM,80728,"Rahul,Ghosh",DLMGT,"FP,T&M",A,ASSOCIATE CONS,UN,SEC,1/11/2023,1/28/2023,5/24/2024,BIL,99302,Kiran Joshi,kiran.joshi@itcinfotech.com,6275739,1113671,Schneider Electric India,I2B,4/27/2022,OCM,DXP,DATA_IN,Schneider Electric India,Schneider Electric India,DXP,ITCSMG,75,0.75,12/22/2026,NE,React,Unclear,5/24/2024,12/1/2025,,138.8,,Available,CIO_SERV_MGT,Campus,,,50% to 99% on bench,,Awaiting project extension,,Available for mapping,<30 days,Available,,Releases by 11th January 27,Current bench,7/23/2024,Exit by 4th April 27,,,,,6717128904,7/6/2024,,,,75,ABB India Limited,ACCOR,BNH,DXP,No,,Yes,,Available for mapping,Old,Beyond 60 days,1/28/2023,,5/4/2026,May-24,,,,D1,React,"Tableau, Kubernetes",Vimal Malhotra,Yes,"-React, Tableau, Kubernetes",May-24,,
33253,Ravi Iyer,ravi.iyer@itcinfotech.com,IS1,Employee,1/26/2020,5.3,5.2,10.5,Onsite,France,PARIS,Pool for ERP,BCG,HRBTP,DE,DXP,BSH India,CIO_SERV_MGT,19094,ERP_SAP_IMPL,32595,"Arun,Iyer",DE,"FP,T&M",A,GDC_DEV,NE,DCR,1/26/2020,2/3/2020,5/5/2023,BIL,34704,Kavya Joshi,kavya.joshi@itcinfotech.com,9358431,4049874,BSH India,ITC,11/5/2022,DCR,DXP,DATA_IN,BSH India,BSH India,DXP,CMS,25,0.25,7/25/2026,NI,Terraform,Unclear,5/5/2023,12/3/2026,,376.2,,LL/IN/INT,BLACKROCK,Lateral,Released From Project,,25% to 50% on bench,11/16/2026,0,,NAFD - Long Leave,<30 days,LL/IN/INT,,Releases by 12th March 27,Current bench,7/4/2023,Exit by 6th March 27,,,Maternity Leave I / II Child,,3325319094,6/10/2023,Equal 100,,,25,BlackRock Inc,AON,Other,DXP,Yes,BZDAI,,,NAFD - Long Leave,New,Released to Bench,2/3/2020,,8/21/2025,May-23,,,,D2,Terraform,"Selenium, Machine Learning",Rohan Bernard,,"-Terraform, Selenium, Machine Learning",May-23,,
25254,Rekha Menon,rekha.menon@itcinfotech.com,IS8,Employee,2/6/2022,11.9,0.3,12.2,Onsite,Australia,SYDNEY,Pool for CMS,BCG,HRBMY,SE,I3L_CORPORATE,KONE India,GIC_ERP,59422,GARTNER_CLOUD,20798,"Arun,Reddy",SE,"FP,T&M",P,GDC_DEV,NE,SRV,2/6/2022,2/10/2022,6/14/2024,BIL,74286,Ravi Bose,ravi.bose@itcinfotech.com,1399870,9241629,KONE India,APAC,4/27/2024,INF,I3L_CORPORATE,DXP_SAAS,KONE India,KONE India,I3L_CORPORATE,ITC,25,0.25,5/18/2027,NI,Java,Extension to be performed/Initiated,6/14/2024,,,354.1,,Allocated under project,BLACKROCK,Lateral,Without FBD,,25% to 50% on bench,,HR Action,,Proposed - Pending Interview,31-60 days,Allocated under project,,Releases by 21th February 27,Current bench,8/13/2024,Exit by 24th May 27,,,,,2525459422,7/22/2024,Equal 100,,,25,BSH India,ADGM,BNHP,I3L_CORPORATE,No,BZDAI,No,New Hire to be allocated to projects,Proposed - Pending Interview,Old,Beyond 60 days,2/10/2022,,7/12/2025,Jun-24,,,,,Java,"ServiceNow, DevOps",Purva Shikhare,,"-Java, ServiceNow, DevOps",Jun-24,,
78679,Sunita Verma,sunita.verma@itcinfotech.com,BC4,Employee,11/3/2025,14.2,7.1,21.3,Onsite,United States,NEW YORK,Pool for ABINV CX,BAT_DM,I2POL,ACMGT,SSINDBRNCH,Fairview Health Services,GIC_ERP,62685,GOLDMAN_TECH,15866,"Sneha,Sinha",ACMGT,"FP,T&M",P,GDC_DEV,NE,DSC,11/3/2025,11/4/2025,1/17/2028,BIL,30437,Deepa Singh,deepa.singh@itcinfotech.com,3376818,5130100,Fairview Health Services,EUROPE,5/1/2022,OCM,SSINDBRNCH,CMS,Fairview Health Services,Fairview Health Services,SSINDBRNCH,CMS,75,0.75,4/12/2026,BE,.NET Core,Confirmed Release,1/17/2028,12/12/2025,,102.6,D1,Available,,Campus,Allocated,,50% to 99% on bench,,SO Awaited,,Available for mapping,>91 days,Available,,Releases by 2th March 27,Current bench,3/17/2028,Exit by 25th April 27,,,,,7867962685,1/3/2028,,,,75,AB InBev GCC Services India Pvt Ltd,BSH,BNH,SSINDBRNCH,,DXP_SAAS,Yes,New Hire to be allocated to projects,Available for mapping,Old,Released to Bench,11/4/2025,,4/14/2026,Jan-28,,,,D2,.NET Core,"MongoDB, React",Shubham Lahiri,Yes,"-.NET Core, MongoDB, React",Jan-28,,
52910,Amit Mishra,amit.mishra@itcinfotech.com,BC4,Non-Employee,10/17/2025,12.8,2.1,14.9,Onsite,United States,NEW YORK,Pool for ABINV CS,GIC_ERP,I2FRA,DE,COO,British American Tobacco Shared Services,GIC_ERP,90651,ERP_SAP_IMPL,58614,"Ajay,Kumar",DE,T&M,P,ASSOCIATE CONS,UN,DSC,10/17/2025,10/29/2025,6/3/2028,BIL,67423,Ajay Roy,ajay.roy@itcinfotech.com,3395093,8415929,British American Tobacco Shared Services,I2B,1/30/2020,CMP,COO,DATA_IN,British American Tobacco Shared Services,British American Tobacco Shared Services,COO,ADM,25,0.25,10/21/2026,BE,Machine Learning,Extension to be performed/Initiated,6/3/2028,5/25/2026,,475.2,,Allocated under project,,Campus,Released From Project,,25% to 50% on bench,,SO Awaited,,Proposed - Pending Interview,>91 days,Allocated under project,,Releases by 13th January 27,Current bench,8/2/2028,Exit by 10th March 27,,,,,5291090651,5/12/2028,Equal 100,,,25,British American Tobacco Shared Services,GARTNER,BNH,COO,No,,Yes,,Proposed - Pending Interview,New,Beyond 60 days,10/29/2025,,10/19/2025,Jun-28,,,,D1,Machine Learning,"UI/UX Design, Kafka",Sonal R Billava,No,"-Machine Learning, UI/UX Design, Kafka",Jun-28,,
47723,Arun Verma,arun.verma@itcinfotech.com,IS8,Employee,7/24/2021,7.8,0.1,7.9,Onsite,India,MUMBAI,Pool for BAT,GIC_ERP,HRBMY,BILL,SSINDBRNCH,Marriott Hotels India,CAMPUS_BATCH,84906,GARTNER_CLOUD,94513,"Arun,Gupta",BILL,T&M,P,GDC_DEV,NE,CDP,7/24/2021,7/25/2021,3/10/2023,BIL,60600,Meera Mishra,meera.mishra@itcinfotech.com,5739034,7488875,Marriott Hotels India,I3L,11/9/2020,DCR,SSINDBRNCH,CMS,Marriott Hotels India,Marriott Hotels India,SSINDBRNCH,ITC,50,0.5,3/8/2026,BE,UI/UX Design,Unclear,3/10/2023,,,185.8,D2,OC,DAY-0-DLY,Campus,,,50% to 99% on bench,6/28/2026,Awaiting project extension,,No Open Demands,61-90 days,OC,,Releases by 6th February 27,Current bench,5/9/2023,Exit by 24th May 27,66588,,,,4772384906,5/22/2023,Exceeds 100%,,,50,British American Tobacco Shared Services,GOLDMAN_S,BNH,SSINDBRNCH,No,,,New Hire to be allocated to projects,No Open Demands,New,Beyond 60 days,7/25/2021,,2/24/2026,Mar-23,,,,D2,UI/UX Design,"MongoDB, SAP S4 HANA",Vinila Kizhakke Valappil,No,"-UI/UX Design, MongoDB, SAP S4 HANA",Mar-23,,
56260,Vijay Bose,vijay.bose@itcinfotech.com,ISC,Employee,9/8/2022,7.0,2.7,9.7,Onsite,South Africa,JOHANNESBURG,Pool for ERP,BCG,HRBTB,ACMGT,EMEA,AB InBev GCC Services India Pvt Ltd,GIC_ERP,49363,ERP_SAP_IMPL,91735,"Kiran,Reddy",ACMGT,T&M,P,PROGRAM MANAGER,UN,EXT,9/8/2022,9/22/2022,4/5/2026,BIL,64017,Priya Shah,priya.shah@itcinfotech.com,1853720,4345540,AB InBev GCC Services India Pvt Ltd,I3L,2/18/2020,FTR,EMEA,DATA_IN,AB InBev GCC Services India Pvt Ltd,AB InBev GCC Services India Pvt Ltd,EMEA,CMS,100,1.0,3/31/2027,NE,ERP-SAP,Unclear,4/5/2026,,,265.4,,Support,CIO_SERV_MGT,Lateral,,,100% on bench,7/22/2026,Future Allocation,,Proposed - Feedback Awaiting,>91 days,Support,,Releases by 11th February 27,Current bench,6/4/2026,Exit by 8th March 27,,,,,5626049363,3/22/2026,Exceeds 100%,,,100,Goldman Sachs,GOLDMAN_S,Other,EMEA,,DXP_SAAS,Yes,New Hire to be allocated to projects,Proposed - Feedback Awaiting,New,Beyond 60 days,9/22/2022,,2/2/2026,Apr-26,,,,D1,ERP-SAP,"React, Kubernetes",Pratik Rajput,Yes,"-ERP-SAP, React, Kubernetes",Apr-26,,
16914,Geeta Dutta,geeta.dutta@itcinfotech.com,IS3,Employee,1/1/2022,12.6,2.9,15.5,Onsite,South Africa,JOHANNESBURG,Pool for CMS,GIC_INFRA,HRBSG,BDMGT,COMP_SEC,ABB India Limited,CIO_SERV_MGT,42688,ERP_SAP_IMPL,24858,"Naveen,Reddy",BDMGT,FP,P,GDC_DEV,NE,FTE,1/1/2022,1/7/2022,11/11/2023,BIL,97014,Sanjay Mishra,sanjay.mishra@itcinfotech.com,3460316,8464248,ABB India Limited,I3L,12/15/2020,DSC,COMP_SEC,DXP_SAAS,ABB India Limited,ABB India Limited,COMP_SEC,ITC,75,0.75,8/7/2026,BE,Salesforce,Confirmed Release,11/11/2023,12/4/2025,,238.1,,Allocated under project,,Campus,Without FBD,,50% to 99% on bench,5/19/2027,HR Action,,Proposed - Pending Interview,61-90 days,Allocated under project,,Releases by 11th January 27,Current bench,1/10/2024,Exit by 12th May 27,,,,,1691442688,11/3/2023,Equal 100,,,75,Baker Hughes India,ACCOR,BNHP,COMP_SEC,Yes,DXP_SAAS,,New Hire to be allocated to projects,Proposed - Pending Interview,,Released to Bench,1/7/2022,,11/11/2025,Nov-23,,,,,Salesforce,"TypeScript, Azure",Aishwarya M2,Unclear,"-Salesforce, TypeScript, Azure",Nov-23,,
20888,Ravi Roy,ravi.roy@itcinfotech.com,IS5,Employee,12/22/2024,12.8,1.5,14.3,Onsite,Singapore,SINGAPORE,Pool for ACCOR AD,HRBPH,HRBBE,BILL,SSINDBRNCH,Marriott Hotels India,GIC_CMS,27124,GARTNER_CLOUD,91811,"Kavya,Tripathi",BILL,T&M,P,GDC_DEV,IN,CJC,12/22/2024,1/19/2025,5/23/2028,BIL,11399,Kiran Sarkar,kiran.sarkar@itcinfotech.com,1322326,6078638,Marriott Hotels India,APAC,1/21/2022,LAT,SSINDBRNCH,ITC,Marriott Hotels India,Marriott Hotels India,SSINDBRNCH,CMS,75,0.75,6/23/2026,,Apache Spark,Extension to be performed/Initiated,5/23/2028,10/14/2025,,245.3,D1,Allocated under project,DAY-0-DLY,Lateral,Allocated,,50% to 99% on bench,7/17/2026,Awaiting project extension,,Proposed - Pending Interview,61-90 days,Allocated under project,,Releases by 9th January 27,Current bench,7/22/2028,Exit by 15th March 27,,,,,2088827124,5/3/2028,,,,75,Goldman Sachs,BSH,Other,SSINDBRNCH,Yes,BZDAI,Yes,New Hire to be allocated to projects,Proposed - Pending Interview,Old,Release in 30 days,1/19/2025,,1/9/2026,May-28,,,,D1,Apache Spark,"SAP S4 HANA, Data Engineering",Naresh Chopra,No,"-Apache Spark, SAP S4 HANA, Data Engineering",May-28,,
30185,Mohit Sarkar,mohit.sarkar@itcinfotech.com,LN7,Employee,11/5/2018,13.6,0.6,14.2,Offshore,France,PARIS,Pool for BAT,GIC_INFRA,I2ROM,OD,TALENT_MGMT,ABB India Limited,CAMPUS_BATCH,60711,GARTNER_CLOUD,51996,"Arun,Roy",OD,T&M,A,GDC_DEV,IN,RED,11/5/2018,11/5/2018,12/2/2019,BIL,91979,Kiran Mehta,kiran.mehta@itcinfotech.com,9880742,4231939,ABB India Limited,APAC,2/7/2024,FTE,TALENT_MGMT,ITC,ABB India Limited,ABB India Limited,TALENT_MGMT,ITCICL,100,1.0,12/16/2026,,Angular,Unclear,12/2/2019,,,393.3,D2,Billed,BLACKROCK,Campus,Without FBD,,100% on bench,,Future Allocation,,Allocated to Billable Project,61-90 days,Billed,,Releases by 5th March 27,Current bench,1/31/2020,Exit by 19th May 27,,,,,3018560711,1/30/2020,Equal 100,,,100,BlackRock Inc,GARTNER,BNH,TALENT_MGMT,Yes,ITC,Yes,New Hire to be allocated to projects,Allocated to Billable Project,New,Release in 30 days,11/5/2018,,6/11/2027,Dec-19,,,,D2,Angular,"Ansible, Terraform",Mohan Pawar,Unclear,"-Angular, Ansible, Terraform",Dec-19,,
76408,Arun Rao,arun.rao@itcinfotech.com,BC6,Employee,11/13/2021,9.8,7.7,17.5,Onsite,Canada,TORONTO,Pool for BAT,BCG,I2FRA,OD,MARKETING,Goldman Sachs,GIC_CMS,84606,GOLDMAN_TECH,44398,"Ajay,Shah",OD,"FP,T&M",P,PROGRAM MANAGER,NE,TRA,11/13/2021,12/6/2021,4/12/2024,BIL,51820,Ajay Pillai,ajay.pillai@itcinfotech.com,8562950,7008131,Goldman Sachs,ITC,4/17/2023,LNP,MARKETING,DATA_IN,Goldman Sachs,Goldman Sachs,MARKETING,ITCICL,75,0.75,6/28/2027,BE,Power BI,Extension to be performed/Initiated,4/12/2024,,Exit by 23th March 26,33.3,D1,Resigned,,Campus,,,50% to 99% on bench,,Awaiting project extension,,NAFD - Resigned,>91 days,Resigned,,Releases by 28th February 27,Future bench,6/11/2024,Exit by 15th May 27,,,,,7640884606,3/31/2024,,,,75,ABB India Limited,ACCOR,Other,MARKETING,Yes,BZDAI,No,,NAFD - Resigned,,Release in 30 days,12/6/2021,,1/8/2025,Apr-24,,4/3/2026,,,Power BI,"React, Ansible",Joyce Ross,No,"-Power BI, React, Ansible",Apr-24,,
11828,Kavya Iyer,kavya.iyer@itcinfotech.com,IS1,Non-Employee,8/25/2024,0.2,3.8,4.0,Onsite,Germany,BERLIN,Pool for BAT,GIC_INFRA,HRBSG,INV,COMP_SEC,Marriott Hotels India,CAMPUS_BATCH,89667,GARTNER_CLOUD,47921,"Gaurav,Kulkarni",INV,"FP,T&M",P,PROGRAM MANAGER,NI,EXT,8/25/2024,9/24/2024,10/5/2026,BIL,28543,Mohit Sharma,mohit.sharma@itcinfotech.com,4945202,9703393,Marriott Hotels India,APAC,7/15/2023,FTE,COMP_SEC,BZDAI,Marriott Hotels India,Marriott Hotels India,COMP_SEC,ITC,75,0.75,8/11/2026,,UI/UX Design,Extension to be performed/Initiated,10/5/2026,10/11/2025,,11.8,,LL/IN/INT,DAY-0-DLY,Lateral,,,50% to 99% on bench,,0,,NAFD - Long Leave,31-60 days,LL/IN/INT,,Releases by 12th March 27,Future bench,12/4/2026,Exit by 16th May 27,,,Maternity Leave I / II Child,,1182889667,9/7/2026,Exceeds 100%,,,75,Goldman Sachs,ACCOR,BNHP,COMP_SEC,Yes,BZDAI,No,New Hire to be allocated to projects,NAFD - Long Leave,New,Beyond 60 days,9/24/2024,,4/8/2025,Oct-26,,,,D2,UI/UX Design,"Artificial Intelligence, DevOps",Vinila Kizhakke Valappil,,"-UI/UX Design, Artificial Intelligence, DevOps",Oct-26,,
82744,Rekha Gupta,rekha.gupta@itcinfotech.com,IS3,Employee,3/7/2020,9.5,7.8,17.3,Onsite,Malaysia,KUALA LUMPUR,Pool for DATA,GIC_INFRA,I2FRA,ACMGT,GIC_SERV,ACCOR SA,CIO_SERV_MGT,68914,GARTNER_CLOUD,61062,"Vikram,Mehta",ACMGT,FP,A,CONSULTANT,NE,REG,3/7/2020,4/4/2020,12/20/2021,BIL,35320,Naveen Sinha,naveen.sinha@itcinfotech.com,5634040,3400540,ACCOR SA,APAC,8/16/2024,DSC,GIC_SERV,ITC,ACCOR SA,ACCOR SA,GIC_SERV,CMS,50,0.5,11/26/2026,NE,Ansible,Confirmed Release,12/20/2021,4/24/2026,,305.1,,OC,,Lateral,Without FBD,,50% to 99% on bench,7/24/2026,Future Allocation,,No Open Demands,<30 days,OC,,Releases by 10th March 27,Current bench,2/18/2022,Exit by 2th March 27,35551,,,,8274468914,1/26/2022,,,,50,Baker Hughes India,GARTNER,BNHP,GIC_SERV,No,,,New Hire to be allocated to projects,No Open Demands,,Release in 30 days,4/4/2020,,3/12/2027,Dec-21,,,,D2,Ansible,"Selenium, Python",Joyce Ross,Unclear,"-Ansible, Selenium, Python",Dec-21,,
48810,Sneha Patel,sneha.patel@itcinfotech.com,DT6,Employee,9/23/2022,13.6,1.2,14.8,Offshore,United States,NEW YORK,Pool for ACCOR AD,GIC_ERP,HRBMY,DEPT,CLOUD,BSH India,CROWN_PACK,58342,GARTNER_CLOUD,28579,"Amit,Nair",DEPT,FP,A,CONSULTANT,LL,CJC,9/23/2022,9/25/2022,10/18/2025,BIL,51322,Kunal Dutta,kunal.dutta@itcinfotech.com,7291943,1427236,BSH India,APAC,3/4/2023,FTE,CLOUD,ITC,BSH India,BSH India,CLOUD,ITCICL,100,1.0,4/22/2027,NI,TypeScript,Unclear,10/18/2025,10/14/2025,,297.3,,Allocated under project,,Lateral,Allocated,,100% on bench,,SO Awaited,,Proposed - Pending Interview,31-60 days,Allocated under project,,Releases by 5th January 27,Current bench,12/17/2025,Exit by 17th May 27,,,,,4881058342,1/16/2026,,,,100,AB InBev GCC Services India Pvt Ltd,BSH,Other,CLOUD,No,ITC,No,New Hire to be allocated to projects,Proposed - Pending Interview,Old,Beyond 60 days,9/25/2022,,3/6/2027,Oct-25,,,,D2,TypeScript,"ServiceNow, Java",Sonal R Billava,Unclear,"-TypeScript, ServiceNow, Java",Oct-25,,
74547,Ajay Sarkar,ajay.sarkar@itcinfotech.com,SPA,Employee,9/2/2022,12.3,6.5,18.8,Onsite,India,MUMBAI,Pool for ABINV CX,BAT_DM,HRBTM,DLMGT,COO,KONE India,CIO_SERV_MGT,52329,GARTNER_CLOUD,60793,"Sanjay,Sarkar",DLMGT,T&M,A,PROGRAM MANAGER,IN,SRV,9/2/2022,9/22/2022,12/10/2025,BIL,93142,Priya Dutta,priya.dutta@itcinfotech.com,7640569,1323057,KONE India,I2B,3/14/2020,DSC,COO,DATA_IN,KONE India,KONE India,COO,ITCSMG,100,1.0,6/8/2026,,Machine Learning,Confirmed Release,12/10/2025,,,381.6,,Support,BLACKROCK,Campus,Without FBD,,100% on bench,1/12/2027,HR Action,,Proposed - Feedback Awaiting,31-60 days,Support,,Releases by 13th January 27,Current bench,2/8/2026,Exit by 5th March 27,,,,,7454752329,11/10/2025,,,,100,Baker Hughes India,ADGM,Other,COO,,ITC,,,Proposed - Feedback Awaiting,New,Released to Bench,9/22/2022,,7/16/2026,Dec-25,,,,D1,Machine Learning,"Ansible, Apache Spark",Purva Shikhare,No,"-Machine Learning, Ansible, Apache Spark",Dec-25,,
43590,Ajay Chatterjee,ajay.chatterjee@itcinfotech.com,IS3,Employee,12/2/2020,0.4,4.8,5.2,Onsite,South Africa,JOHANNESBURG,Pool for ERP,BAT_DM,HRBMY,INV,EMEA,Marriott Hotels India,GIC_CMS,50619,GOLDMAN_TECH,11620,"Nisha,Reddy",INV,T&M,A,GDC_DEV,BE,FTE,12/2/2020,12/14/2020,8/15/2022,BIL,38367,Vikram Pandey,vikram.pandey@itcinfotech.com,4035319,6602449,Marriott Hotels India,I3L,2/22/2023,REG,EMEA,ITC,Marriott Hotels India,Marriott Hotels India,EMEA,ADM,100,1.0,10/20/2026,NE,ERP-SAP,Unclear,8/15/2022,,,57.2,,Support,BLACKROCK,Lateral,Without FBD,,100% on bench,2/1/2026,HR Action,,Proposed - Feedback Awaiting,<30 days,Support,,Releases by 28th January 27,Future bench,10/14/2022,Exit by 9th May 27,,,,,4359050619,8/23/2022,Exceeds 100%,,,100,ABB India Limited,KONE,BNH,EMEA,Yes,DXP_SAAS,No,New Hire to be allocated to projects,Proposed - Feedback Awaiting,Old,Release in 30 days,12/14/2020,,4/8/2026,Aug-22,,,,,ERP-SAP,"DevOps, Machine Learning",Gauri Tiwari,No,"-ERP-SAP, DevOps, Machine Learning",Aug-22,,
